book_id,goodreads_book_id,title,authors,average_rating,ratings_count_all_editions,text_reviews_count,image_url,small_image_url,popularity,avg_rating,p_rating_1,p_rating_2,p_rating_3,p_rating_4,p_rating_5
52,428263,Eclipse,Stephenie Meyer,3.69,1176642,35216,https://images.gr-assets.com/books/1361038355m/428263.jpg,https://images.gr-assets.com/books/1361038355s/428263.jpg,1176642,3.69,0.07061961,0.10563366,0.22161625,0.262916,0.33921447
53,113436,Eragon,Christopher Paolini,3.86,1125231,18280,https://images.gr-assets.com/books/1366212852m/113436.jpg,https://images.gr-assets.com/books/1366212852s/113436.jpg,1125231,3.86,0.044935662,0.07868251,0.21342906,0.3003321,0.36262065
54,11,The Hitchhiker's Guide to the Galaxy,Douglas Adams,4.2,1006479,20345,https://images.gr-assets.com/books/1327656754m/11.jpg,https://images.gr-assets.com/books/1327656754s/11.jpg,1006479,4.2,0.021623898,0.041691877,0.14423847,0.29765052,0.49479523
55,5129,Brave New World,Aldous Huxley,3.97,1079135,20095,https://images.gr-assets.com/books/1487389574m/5129.jpg,https://images.gr-assets.com/books/1487389574s/5129.jpg,1079135,3.97,0.024433458,0.055904035,0.20376968,0.3608251,0.35506773
56,1162543,Breaking Dawn,Stephenie Meyer,3.7,1107709,44550,https://images.gr-assets.com/books/1361039438m/1162543.jpg,https://images.gr-assets.com/books/1361039438s/1162543.jpg,1107709,3.7,0.09117377,0.10372128,0.19265167,0.24167539,0.37077788
57,37435,The Secret Life of Bees,Sue Monk Kidd,4.01,937393,26522,https://images.gr-assets.com/books/1473454532m/37435.jpg,https://images.gr-assets.com/books/1473454532s/37435.jpg,937393,4.01,0.018668797,0.048490867,0.198029,0.37075165,0.3640597
58,2956,The Adventures of Huckleberry Finn,"Mark Twain, John Seelye, Guy Cardwell",3.8,1001491,12448,https://images.gr-assets.com/books/1405973850m/2956.jpg,https://images.gr-assets.com/books/1405973850s/2956.jpg,1001491,3.8,0.028424619,0.07651591,0.2553413,0.34384334,0.29587486
59,24178,Charlotte's Web,"E.B. White, Garth Williams, Rosemary Wells",4.15,1084842,13044,https://images.gr-assets.com/books/1439632243m/24178.jpg,https://images.gr-assets.com/books/1439632243s/24178.jpg,1084842,4.15,0.017007085,0.037907824,0.17644505,0.3190234,0.44961664
60,1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.85,915790,35796,https://images.gr-assets.com/books/1479863624m/1618.jpg,https://images.gr-assets.com/books/1479863624s/1618.jpg,915790,3.85,0.022984527,0.06346106,0.23828389,0.38865352,0.286617
61,22557272,The Girl on the Train,Paula Hawkins,3.88,1226485,93600,https://images.gr-assets.com/books/1490903702m/22557272.jpg,https://images.gr-assets.com/books/1490903702s/22557272.jpg,1226485,3.88,0.022644386,0.060251042,0.22325344,0.39824948,0.29560167
62,119322,Northern Lights,Philip Pullman,3.94,994914,14915,https://images.gr-assets.com/books/1451271747m/119322.jpg,https://images.gr-assets.com/books/1451271747s/119322.jpg,994914,3.94,0.03857821,0.06492119,0.19978008,0.3147478,0.3819727
63,6185,Wuthering Heights,"Emily Brontë, Richard J. Dunn",3.82,1001135,26157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1001135,3.82,0.046416316,0.083988674,0.2150759,0.3088295,0.34568965
64,10917,My Sister's Keeper,Jodi Picoult,4.06,887880,30719,https://images.gr-assets.com/books/1369504683m/10917.jpg,https://images.gr-assets.com/books/1369504683s/10917.jpg,887880,4.06,0.019762807,0.04816304,0.18310244,0.35365477,0.39531693
65,4981,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",Kurt Vonnegut Jr.,4.06,891762,19646,https://images.gr-assets.com/books/1440319389m/4981.jpg,https://images.gr-assets.com/books/1440319389s/4981.jpg,891762,4.06,0.027994016,0.051042765,0.17094472,0.3374757,0.41254282
66,18405,Gone with the Wind,Margaret Mitchell,4.28,897303,16050,https://images.gr-assets.com/books/1328025229m/18405.jpg,https://images.gr-assets.com/books/1328025229s/18405.jpg,897303,4.28,0.022284558,0.03692844,0.1294546,0.26110467,0.55022776
67,128029,A Thousand Splendid Suns,Khaled Hosseini,4.34,866065,43645,https://images.gr-assets.com/books/1345958969m/128029.jpg,https://images.gr-assets.com/books/1345958969s/128029.jpg,866065,4.34,0.0075156023,0.02080098,0.11434477,0.34156445,0.5157742
68,22628,The Perks of Being a Wallflower,Stephen Chbosky,4.21,954905,47116,https://images.gr-assets.com/books/1167352178m/22628.jpg,https://images.gr-assets.com/books/1167352178s/22628.jpg,954905,4.21,0.01496065,0.04048361,0.1502139,0.31155035,0.48279148
69,11735983,Insurgent,Veronica Roth,4.07,947338,55873,https://images.gr-assets.com/books/1325667729m/11735983.jpg,https://images.gr-assets.com/books/1325667729s/11735983.jpg,947338,4.07,0.011232527,0.047100402,0.19225556,0.35887614,0.39053538
70,375802,Ender's Game,Orson Scott Card,4.3,873417,38054,https://images.gr-assets.com/books/1408303130m/375802.jpg,https://images.gr-assets.com/books/1408303130s/375802.jpg,873417,4.3,0.017551754,0.031613763,0.11843026,0.30249813,0.5299061
71,18490,"Frankenstein; or, The Modern Prometheus","Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",3.75,883563,19993,https://images.gr-assets.com/books/1381512375m/18490.jpg,https://images.gr-assets.com/books/1381512375s/18490.jpg,883563,3.75,0.033235885,0.08391252,0.26146635,0.3400946,0.28129065
72,11588,The Shining,Stephen King,4.17,830881,14936,https://images.gr-assets.com/books/1353277730m/11588.jpg,https://images.gr-assets.com/books/1353277730s/11588.jpg,830881,4.17,0.022249877,0.034879845,0.1490731,0.33385408,0.45994312
73,1656001,The Host,Stephenie Meyer,3.84,777560,39778,https://images.gr-assets.com/books/1318009171m/1656001.jpg,https://images.gr-assets.com/books/1318009171s/1656001.jpg,777560,3.84,0.056863777,0.08038094,0.19922064,0.29217038,0.37136427
74,99561,Looking for Alaska,John Green,4.09,831285,47128,https://images.gr-assets.com/books/1394798630m/99561.jpg,https://images.gr-assets.com/books/1394798630s/99561.jpg,831285,4.09,0.020378089,0.05320919,0.17722441,0.31629586,0.43289244
75,227443,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,3.75,754498,8157,https://images.gr-assets.com/books/1292060045m/227443.jpg,https://images.gr-assets.com/books/1292060045s/227443.jpg,754498,3.75,0.038400367,0.07860723,0.26316172,0.3377557,0.28207496
76,14935,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",4.06,779382,11526,https://images.gr-assets.com/books/1397245675m/14935.jpg,https://images.gr-assets.com/books/1397245675s/14935.jpg,779382,4.06,0.023646941,0.04452117,0.18217896,0.3496514,0.40000153
77,38709,Holes,"Louis Sachar, Louis Sachar",3.93,764637,15832,https://images.gr-assets.com/books/1327781893m/38709.jpg,https://images.gr-assets.com/books/1327781893s/38709.jpg,764637,3.93,0.020264518,0.057263773,0.23141177,0.352001,0.33905894
78,5139,The Devil Wears Prada,Lauren Weisberger,3.7,679845,8024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,679845,3.7,0.03564195,0.085788675,0.28295568,0.3334216,0.26219213
79,1381,Ὀδύσσεια,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",3.73,710757,8101,https://images.gr-assets.com/books/1390173285m/1381.jpg,https://images.gr-assets.com/books/1390173285s/1381.jpg,710757,3.73,0.041790653,0.09233676,0.25758734,0.31532577,0.29295948
80,157993,Le Petit Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",4.28,859286,24537,https://images.gr-assets.com/books/1367545443m/157993.jpg,https://images.gr-assets.com/books/1367545443s/157993.jpg,859286,4.28,0.01750174,0.038248032,0.1334992,0.26584864,0.5449024
81,7445,The Glass Castle,Jeannette Walls,4.24,637866,40777,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg,637866,4.24,0.012386614,0.029664537,0.13355626,0.3570499,0.46734267
82,1845,Into the Wild,Jon Krakauer,3.94,665377,17299,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg,665377,3.94,0.028899405,0.053453907,0.20319158,0.37315238,0.34130275
83,1953,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",3.81,677713,13093,https://images.gr-assets.com/books/1344922523m/1953.jpg,https://images.gr-assets.com/books/1344922523s/1953.jpg,677713,3.81,0.04264932,0.08197423,0.22620933,0.31927675,0.32989037
84,7677,Jurassic Park,Michael Crichton,3.96,650483,8143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,650483,3.96,0.024191255,0.052610137,0.21265276,0.356017,0.35452887
85,370493,The Giving Tree,Shel Silverstein,4.38,708287,14368,https://images.gr-assets.com/books/1174210942m/370493.jpg,https://images.gr-assets.com/books/1174210942s/370493.jpg,708287,4.38,0.021664947,0.02881318,0.10740138,0.23654535,0.60557514
86,32542,A Time to Kill,John Grisham,4.03,608824,4239,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,608824,4.03,0.019884236,0.042603444,0.201495,0.3590808,0.37693653
87,1617,Un di Velt Hot Geshvign,"Elie Wiesel, Marion Wiesel",4.3,707879,22001,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg,707879,4.3,0.010963738,0.026189504,0.12795267,0.32523495,0.5096591
88,6442769,Paper Towns,John Green,3.88,655271,42717,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg,655271,3.88,0.021525444,0.072005324,0.23574826,0.34168306,0.3290379
89,21787,The Princess Bride,William Goldman,4.25,658042,15630,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg,658042,4.25,0.019577777,0.03288696,0.13560836,0.29792476,0.51400214
90,231804,The Outsiders,S.E. Hinton,4.06,680437,22662,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg,680437,4.06,0.014958034,0.050476383,0.19729085,0.33397654,0.40329817
91,6186357,The Maze Runner,James Dashner,4.02,777956,48942,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg,777956,4.02,0.019655352,0.055748653,0.19344024,0.3428189,0.38833687
92,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Steven D. Levitt, Stephen J. Dubner",3.93,549301,13668,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg,549301,3.93,0.026553748,0.04831231,0.21079336,0.39380231,0.32053828
93,2998,The Secret Garden,Frances Hodgson Burnett,4.12,692249,13054,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,692249,4.12,0.011563758,0.036413196,0.18728232,0.35221574,0.41252497
94,320,Cien años de soledad,"Gabriel García Márquez, Gregory Rabassa",4.04,575667,21671,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg,575667,4.04,0.047492735,0.065395445,0.1523016,0.27065822,0.464152
95,5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",4.06,674551,19647,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg,674551,4.06,0.014565244,0.045563642,0.19186096,0.36600938,0.38200077
96,13536860,Fifty Shades Freed,E.L. James,3.88,610116,25287,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg,610116,3.88,0.064051755,0.091279365,0.18023294,0.22996283,0.43447313
97,17245,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",3.98,689739,17263,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg,689739,3.98,0.017044129,0.05323608,0.21949752,0.356719,0.3535033
98,5060378,Flickan som lekte med elden,"Stieg Larsson, Reg Keeland",4.22,649253,31423,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg,649253,4.22,0.007120491,0.024306396,0.14019342,0.39774325,0.43063644
99,11857408,Fifty Shades Darker,E.L. James,3.87,623340,28052,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg,623340,3.87,0.0597507,0.094547115,0.18321142,0.2420926,0.42039818
100,7244,The Poisonwood Bible,Barbara Kingsolver,4.02,562787,19941,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg,562787,4.02,0.038556326,0.059884112,0.1645205,0.3122407,0.42479837
101,4137,Me Talk Pretty One Day,David Sedaris,3.97,514276,14982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,514276,3.97,0.03834128,0.056456067,0.18166704,0.34615847,0.37737712
102,19543,Where the Wild Things Are,Maurice Sendak,4.22,636061,9102,https://images.gr-assets.com/books/1384434560m/19543.jpg,https://images.gr-assets.com/books/1384434560s/19543.jpg,636061,4.22,0.024198936,0.043285158,0.14731291,0.26262105,0.52258193
